product_id,product_name,category,subcategory,cost_price
346,Oil,Home,Sofa,2157.1
347,Positive,Home,Sofa,2189.15
348,Same,Home,Sofa,6638.24
349,Return,Home,Sofa,1654.87
350,Seat,Home,Sofa,1820.75
351,Area,Home,Sofa,843.14
352,College,Home,Sofa,126.49
353,Improve,Home,Sofa,4559.99
354,Provide,Home,Sofa,5978.73
355,Accept,Home,Sofa,2983.47
356,Summer,Home,Sofa,2391.61
357,Benefit,Home,Sofa,7098.86
358,Than,Home,Sofa,7059.58
359,Check,Home,Sofa,4594.91
360,Market,Home,Sofa,6905.11
361,With,Home,Sofa,9246.72
362,Plan,Home,Sofa,7899.5
363,Learn,Home,Sofa,6288.07
364,Behavior,Home,Sofa,6645.71
365,Attack,Home,Sofa,9343.32
366,Everyone,Home,Sofa,4308.88
367,Doctor,Home,Sofa,5491.17
368,Hospital,Home,Sofa,6511.58
369,Base,Home,Sofa,9093.27
370,Politics,Home,Sofa,8283.65
371,Always,Home,Sofa,806.96
372,Shake,Home,Sofa,1742.64
373,If,Home,Sofa,3145.36
374,Word,Home,Sofa,7514.68
375,Institution,Home,Sofa,5735.15
376,Positive,Home,Sofa,2957.24
377,Reality,Home,Sofa,1331.1
378,Near,Home,Sofa,6917.91
379,Few,Books,Novel,7027.36
380,Seek,Books,Novel,9432.49
381,Picture,Books,Novel,5054.67
382,Art,Books,Novel,4988.57
383,Young,Books,Novel,896.37
384,Staff,Books,Novel,494.62
385,Ten,Books,Novel,4377.08
386,Continue,Books,Novel,3290.98
387,Push,Books,Novel,2578.64
388,Miss,Books,Novel,1004.14
389,Leg,Books,Novel,9622.92
390,Action,Books,Novel,8375.99
391,Defense,Books,Novel,5794.47
392,To,Books,Novel,9512.78
393,Realize,Books,Novel,9995.77
394,Word,Books,Novel,6755.59
395,Summer,Books,Novel,2768.16
396,National,Books,Novel,498.29
397,Feeling,Books,Novel,7587.06
398,Day,Books,Novel,4757.96
399,Along,Books,Novel,6549.94
400,Step,Books,Novel,9169.12
401,Place,Books,Novel,1896.74
402,Mrs,Books,Novel,5894.76
403,Name,Books,Novel,6384.37
404,Say,Books,Novel,4968.09
405,Each,Books,Novel,1003.3
406,Possible,Books,Novel,3544.81
407,Condition,Books,Novel,3399.75
408,Represent,Books,Novel,6734.32
409,Also,Books,Novel,8591.56
410,Here,Books,Novel,3365.06
411,Edge,Books,Novel,6967.37
412,Real,Books,Novel,2953.36
413,A,Books,Novel,9457.42
414,Coach,Books,Novel,8154.3
415,Before,Books,Novel,5545.96
416,Fact,Books,Novel,4602.78
417,State,Books,Novel,3213.72
418,Instead,Books,Novel,3300.41
419,Head,Books,Novel,9704.83
420,Relationship,Books,Novel,4101.33
421,Indicate,Books,Comics,5194.5
422,Into,Books,Comics,9882.38
423,Peace,Books,Comics,6610.84
424,Deep,Books,Comics,5471.68
425,National,Books,Comics,4191.15
426,Administration,Books,Comics,1957.07
427,Since,Books,Comics,3681.62
428,Score,Books,Comics,7588.79
429,Authority,Books,Comics,6291.55
430,Wide,Books,Comics,7623.91
431,Believe,Books,Comics,2115.23
432,Often,Books,Comics,5537.27
433,Feel,Books,Comics,9283.96
434,She,Books,Comics,4437.35
435,Themselves,Books,Comics,7012.68
436,Operation,Books,Comics,1302.12
437,Who,Books,Comics,9734.15
438,Pass,Books,Comics,6127.83
439,Happen,Books,Comics,2469.04
440,Hand,Books,Comics,1667.94
441,Team,Books,Comics,5553.31
442,Factor,Books,Comics,5567.29
443,Draw,Books,Comics,1022.77
444,Police,Books,Comics,9923.35
445,Day,Books,Comics,9138.01
446,Look,Books,Comics,4668.33
447,Wonder,Books,Comics,1262.91
448,International,Books,Comics,8338.22
449,Paper,Books,Comics,5033.92
450,Above,Books,Comics,7194.37
451,Every,Books,Comics,5137.83
452,Continue,Books,Comics,2806.91
453,Investment,Books,Comics,8363.77
454,Move,Books,Comics,9804.42
455,Both,Books,Comics,2512.94
456,Operation,Books,Comics,5557.52
457,Baby,Books,Comics,3897.5
458,Most,Books,Comics,9226.49
459,Financial,Books,Comics,5131.58
460,Grow,Books,Comics,8805.33
461,Your,Books,Comics,8653.87
462,But,Books,Comics,2834.85
463,Suggest,Books,Magazine,7921.06
464,Must,Books,Magazine,4207.93
465,Even,Books,Magazine,9349.06
466,Under,Books,Magazine,5126.6
467,Note,Books,Magazine,8223.44
468,Tax,Books,Magazine,2900.11
469,Student,Books,Magazine,3055.7
470,Paper,Books,Magazine,5910.68
471,Enough,Books,Magazine,9989.13
472,Rule,Books,Magazine,4947.44
473,Level,Books,Magazine,1571.09
474,Huge,Books,Magazine,5431.95
475,Order,Books,Magazine,3516.73
476,Member,Books,Magazine,5563.98
477,Speech,Books,Magazine,5479.96
478,Either,Books,Magazine,4607.91
479,Sometimes,Books,Magazine,3285.6
480,Group,Books,Magazine,1967.66
481,Stand,Books,Magazine,7005.23
482,Low,Books,Magazine,5760.8
483,Responsibility,Books,Magazine,2412.27
484,Magazine,Books,Magazine,7777.89
485,Watch,Books,Magazine,532.11
486,Peace,Books,Magazine,7472.58
487,Training,Books,Magazine,7081.76
488,Ahead,Books,Magazine,8132.95
489,Meet,Books,Magazine,3922.18
490,But,Books,Magazine,6670.52
491,Evening,Books,Magazine,8225.4
492,Author,Books,Magazine,9810.1
493,Idea,Books,Magazine,5003.75
494,Property,Books,Magazine,466.49
495,Story,Books,Magazine,5072.68
496,Discussion,Books,Magazine,5942.79
497,Research,Books,Magazine,8710.03
498,Science,Books,Magazine,8754.48
499,Drug,Books,Magazine,4459.03
500,Such,Books,Magazine,5306.92
501,Four,Books,Magazine,4623.59
502,Itself,Books,Magazine,7252.19
503,Head,Books,Magazine,4158.79
504,Name,Books,Magazine,6582.34
