order_id,customer_id,order_date,status,region_code
119,59.0,2025-03-26,Returned,South
120,414.0,15/08/2025,Pending,North
121,312.0,2026-02-18,Returned,North
122,93.0,2025-06-23,Returned,East
123,472.0,2024-09-27,Returned,East
124,4.0,2025-10-23,Cancelled,South
125,Unknown,2025-07-06,Pending,North
126,73.0,2026-07-01,Delivered,North
127,383.0,2026-04-27,Shipped,South
128,193.0,2025-11-12,Pending,West
129,175.0,2026-06-10,Cancelled,East
130,160.0,2025-06-05,Returned,North
131,453.0,2025-10-22,Delivered,South
132,81.0,2025-05-23,Shipped,North
133,346.0,2026-05-26,Delivered,East
134,227.0,2024-09-27,Pending,West
135,311.0,2025-04-09,Pending,West
136,140.0,2025-03-18,Cancelled,North
137,177.0,2025-11-21,Pending,North
138,146.0,2026-01-02,Shipped,West
139,270.0,2025-10-17,Returned,North
140,113.0,2025-05-17,Pending,North
141,4.0,2026-05-11,Cancelled,East
142,485.0,2026-02-22,Cancelled,South
143,392.0,2026-06-18,Returned,East
144,168.0,2026-01-29,Delivered,North
145,255.0,2025-08-16,Pending,South
146,67.0,2025-06-26,Pending,South
147,257.0,2024-12-01,Shipped,East
148,37.0,2026-04-17,Pending,North
149,224.0,2024-10-31,Delivered,West
150,472.0,2025-01-19,Delivered,East
151,295.0,2025-01-31,Pending,West
152,364.0,2026-01-26,Pending,East
153,59.0,2026-01-31,Pending,North
154,495.0,2025-01-01,Returned,South
155,411.0,2025-05-18,Shipped,West
156,Unknown,2024-10-09,Returned,North
157,224.0,2026-06-16,Delivered,South
158,224.0,2025-07-12,Shipped,West
159,269.0,2024-09-09,Delivered,West
160,446.0,2026-02-15,Returned,East
161,114.0,2025-08-19,Returned,South
162,40.0,2026-07-30,Shipped,North
163,272.0,2024-10-15,Shipped,South
164,464.0,2025-10-26,Returned,East
165,373.0,2024-10-01,Cancelled,South
166,53.0,2026-06-12,Cancelled,East
167,102.0,2025-05-12,Cancelled,South
168,390.0,2025-01-15,Delivered,South
169,488.0,15/08/2025,Pending,West
170,387.0,2025-06-20,Shipped,West
171,349.0,2024-11-01,Shipped,East
172,443.0,2025-08-21,Returned,South
173,226.0,2024-12-03,Delivered,West
174,227.0,2024-08-26,Returned,East
175,303.0,2025-04-18,Delivered,East
176,260.0,2026-06-01,Delivered,East
177,237.0,2026-04-24,Pending,North
178,30.0,2025-07-08,Returned,East
179,40.0,2026-04-29,Delivered,West
180,237.0,2026-06-15,Shipped,North
181,231.0,2025-09-05,Shipped,South
182,165.0,2024-11-07,Shipped,West
183,257.0,2026-06-25,Cancelled,North
184,231.0,2025-08-30,Delivered,East
185,366.0,2025-10-06,Delivered,South
186,21.0,2025-06-30,Cancelled,West
187,225.0,2026-01-30,Shipped,South
188,187.0,2026-05-04,Returned,East
189,199.0,2025-06-14,Pending,East
190,348.0,2025-11-11,Shipped,North
191,405.0,2025-08-26,Returned,North
192,169.0,2026-05-27,Delivered,West
193,146.0,2025-07-19,Returned,South
194,171.0,2025-01-14,Delivered,South
195,Unknown,2024-10-05,Returned,East
196,496.0,2025-03-14,Pending,South
197,305.0,2025-05-29,Delivered,East
198,287.0,2024-11-22,Pending,East
199,417.0,2024-08-08,Cancelled,North
200,331.0,2025-08-18,Pending,East
201,10.0,2026-02-06,Returned,East
202,93.0,2024-11-08,Cancelled,East
203,486.0,2025-02-26,Pending,South
204,116.0,2025-08-27,Cancelled,South
205,40.0,2025-12-16,Returned,North
206,260.0,2025-07-26,Shipped,North
207,339.0,2026-02-04,Returned,South
208,306.0,2025-03-08,Pending,South
209,84.0,2026-02-11,Cancelled,South
210,370.0,2026-03-07,Pending,North
211,211.0,2025-10-11,Returned,South
212,497.0,2026-03-06,Pending,East
213,386.0,2025-09-05,Pending,South
214,274.0,2024-12-16,Cancelled,East
215,495.0,2026-05-07,Pending,South
216,189.0,2025-06-16,Shipped,West
217,237.0,2025-01-30,Returned,West
218,258.0,2026-01-05,Shipped,West
219,495.0,2025-11-16,Cancelled,South
220,411.0,2026-03-29,Shipped,South
221,447.0,2025-01-09,Returned,North
222,329.0,2024-09-27,Pending,East
223,284.0,2025-11-01,Delivered,North
224,146.0,2025-08-13,Delivered,South
225,140.0,2026-03-08,Pending,South
226,426.0,2025-10-23,Pending,North
227,485.0,2025-12-21,Cancelled,West
228,453.0,2025-02-15,Returned,North
229,213.0,2025-11-18,Delivered,West
230,258.0,2025-08-24,Returned,South
231,198.0,2025-02-13,Delivered,East
232,115.0,2024-12-16,Delivered,East
233,477.0,2024-09-20,Delivered,East
234,406.0,2024-11-08,Cancelled,South
235,20.0,2024-10-20,Returned,West
236,357.0,2025-06-29,Cancelled,West
237,230.0,2025-06-27,Shipped,North
238,464.0,2025-12-26,Delivered,North
239,132.0,2025-07-26,Cancelled,South
240,281.0,2025-03-23,Shipped,West
241,57.0,2024-11-20,Returned,South
242,155.0,2026-07-10,Delivered,North
243,123.0,2024-08-17,Pending,West
244,33.0,2026-07-12,Delivered,West
245,306.0,2025-02-23,Shipped,North
246,324.0,2024-10-31,Shipped,South
247,368.0,2025-06-17,Cancelled,East
248,220.0,2024-08-06,Delivered,East
249,124.0,2024-10-05,Shipped,West
250,96.0,15/08/2025,Delivered,East
251,35.0,2025-01-06,Shipped,North
252,200.0,2025-06-04,Pending,North
253,326.0,2026-02-26,Pending,East
254,130.0,2025-07-31,Delivered,East
255,404.0,2025-04-29,Delivered,East
256,124.0,2025-12-23,Delivered,East
257,69.0,2024-08-24,Delivered,East
258,280.0,2024-09-28,Returned,South
259,426.0,2026-01-31,Pending,West
260,324.0,2024-11-15,Cancelled,South
261,33.0,2025-02-11,Pending,North
262,151.0,2025-05-14,Cancelled,North
263,406.0,2025-09-02,Cancelled,North
264,162.0,2024-12-11,Returned,West
265,418.0,2026-05-17,Shipped,West
266,130.0,2025-01-30,Delivered,South
267,147.0,2025-05-06,Returned,North
268,444.0,2024-08-10,Returned,East
269,64.0,2026-07-14,Returned,West
270,456.0,2026-01-05,Pending,West
271,459.0,2025-05-09,Pending,East
272,499.0,2026-07-14,Cancelled,West
273,355.0,2025-01-28,Pending,East
274,474.0,2026-07-29,Shipped,East
275,411.0,2024-12-24,Delivered,West
276,41.0,2026-01-20,Pending,South
277,280.0,2024-10-08,Returned,East
278,53.0,2025-11-30,Delivered,East
279,339.0,2024-12-31,Returned,East
280,229.0,2025-05-12,Shipped,West
281,Unknown,2026-07-04,Pending,East
282,229.0,2026-06-16,Delivered,East
283,315.0,2024-11-24,Pending,East
284,328.0,2026-01-15,Delivered,North
285,344.0,2026-01-27,Pending,East
286,263.0,2025-09-06,Cancelled,North
287,74.0,2024-10-29,Shipped,West
288,18.0,2025-07-18,Cancelled,North
289,121.0,2025-03-07,Returned,East
290,197.0,2025-04-21,Shipped,North
291,310.0,2024-09-08,Cancelled,West
292,486.0,2025-12-01,Returned,East
293,228.0,2026-07-13,Delivered,South
294,272.0,2025-01-20,Returned,West
295,161.0,2025-06-14,Returned,South
296,492.0,2024-08-12,Delivered,North
297,377.0,2026-03-04,Cancelled,West
298,266.0,2025-10-02,Pending,North
299,135.0,2025-05-17,Returned,West
300,110.0,2025-01-25,Shipped,East
301,356.0,2026-07-10,Pending,South
302,63.0,2025-09-29,Cancelled,North
303,232.0,2025-12-18,Cancelled,West
304,45.0,2025-12-17,Returned,East
305,364.0,15/08/2025,Delivered,East
306,457.0,15/08/2025,Returned,South
307,365.0,2025-01-29,Cancelled,East
308,261.0,2025-08-01,Cancelled,North
309,103.0,2025-12-15,Cancelled,South
310,405.0,2025-04-05,Pending,North
311,185.0,15/08/2025,Shipped,East
312,240.0,2026-02-07,Shipped,South
313,314.0,2024-09-13,Delivered,North
314,159.0,2025-04-17,Pending,West
315,270.0,2024-11-21,Pending,West
316,422.0,2025-08-28,Shipped,North
317,Unknown,2024-10-18,Returned,North
318,231.0,2025-07-23,Pending,East
319,66.0,2025-03-20,Shipped,South
320,394.0,2025-09-13,Cancelled,West
321,258.0,2025-11-15,Delivered,North
322,266.0,2025-04-11,Cancelled,East
323,85.0,15/08/2025,Cancelled,East
324,479.0,2026-01-18,Cancelled,East
325,486.0,2024-08-16,Shipped,East
326,434.0,2025-05-04,Delivered,East
327,101.0,2026-01-12,Shipped,East
328,65.0,2025-01-31,Returned,North
329,258.0,2024-08-29,Cancelled,South
330,88.0,2025-12-30,Shipped,East
331,432.0,2025-09-13,Shipped,North
332,423.0,2025-09-01,Delivered,North
333,24.0,2025-07-25,Shipped,East
334,334.0,2025-09-19,Cancelled,West
335,317.0,2025-09-02,Delivered,West
336,456.0,2025-03-25,Shipped,East
337,329.0,2025-07-09,Returned,West
338,126.0,2026-04-27,Pending,East
339,233.0,2025-10-12,Delivered,North
340,81.0,2026-04-22,Pending,West
341,248.0,15/08/2025,Pending,South
342,175.0,2025-08-24,Shipped,South
343,161.0,2025-06-25,Returned,East
344,500.0,2026-03-22,Pending,South
345,390.0,2025-08-31,Returned,North
346,164.0,2025-06-28,Cancelled,West
347,63.0,2026-02-19,Returned,West
348,127.0,2025-08-05,Cancelled,North
349,26.0,2026-01-19,Returned,West
350,443.0,2026-05-08,Shipped,West
351,128.0,2025-10-28,Cancelled,East
352,479.0,2025-04-24,Shipped,East
353,98.0,2025-10-28,Cancelled,West
354,264.0,2025-03-23,Pending,West
355,451.0,2024-09-16,Returned,West
356,12.0,2026-07-08,Delivered,West
357,Unknown,2026-03-22,Pending,South
358,111.0,2024-12-17,Shipped,East
359,25.0,2025-12-13,Delivered,East
360,254.0,2026-02-11,Shipped,West
361,147.0,2024-11-21,Shipped,North
362,Unknown,2025-02-23,Delivered,West
363,69.0,2025-05-27,Returned,East
364,392.0,2025-03-24,Pending,East
365,24.0,2024-10-10,Pending,North
366,292.0,2025-11-25,Shipped,South
367,186.0,2024-09-02,Shipped,East
368,38.0,2026-06-17,Pending,West
369,392.0,2024-12-09,Shipped,East
370,423.0,2024-08-23,Shipped,North
371,66.0,2024-10-18,Delivered,West
372,Unknown,2024-12-19,Returned,East
373,387.0,2024-08-24,Cancelled,South
374,309.0,2025-11-13,Shipped,West
375,Unknown,2025-05-12,Delivered,North
376,20.0,2025-07-25,Cancelled,East
377,412.0,2025-10-31,Pending,West
378,Unknown,2025-10-06,Shipped,South
379,168.0,2024-09-05,Shipped,East
380,84.0,2025-01-09,Pending,East
381,304.0,2026-01-07,Returned,West
382,363.0,2024-08-10,Shipped,East
383,244.0,2026-06-05,Delivered,East
384,170.0,2025-11-23,Delivered,West
385,299.0,2026-06-10,Returned,North
386,306.0,2026-04-01,Pending,East
387,496.0,2025-07-09,Shipped,South
388,370.0,2025-11-11,Delivered,West
389,Unknown,2025-04-21,Shipped,West
390,76.0,2026-01-26,Cancelled,North
391,294.0,2026-05-13,Delivered,South
392,10.0,2026-03-24,Pending,East
393,215.0,2026-03-04,Cancelled,West
394,354.0,2024-09-12,Cancelled,West
395,Unknown,2025-10-25,Shipped,West
396,447.0,2025-08-22,Delivered,South
397,266.0,2026-01-19,Cancelled,East
398,340.0,2026-04-02,Pending,West
399,161.0,2024-09-26,Cancelled,West
400,468.0,2025-01-05,Shipped,East
401,280.0,2025-08-15,Returned,East
402,313.0,2024-10-13,Pending,South
403,491.0,2025-01-16,Cancelled,East
404,286.0,2025-05-09,Returned,South
405,483.0,2024-12-20,Returned,East
406,361.0,2025-11-24,Cancelled,West
407,Unknown,2025-09-21,Pending,East
408,287.0,2026-06-24,Returned,East
409,Unknown,2025-09-13,Shipped,West
410,459.0,2025-09-13,Pending,East
411,489.0,2026-01-28,Cancelled,East
412,22.0,2026-02-12,Returned,North
413,178.0,2025-09-26,Pending,East
414,383.0,2025-12-07,Pending,South
415,104.0,2025-12-27,Shipped,East
416,478.0,2025-06-09,Shipped,East
417,71.0,2024-10-16,Delivered,South
418,125.0,2026-03-03,Delivered,South
419,327.0,2025-09-07,Cancelled,North
420,52.0,2025-08-04,Pending,East
421,368.0,2025-11-24,Pending,North
422,349.0,2025-08-26,Cancelled,North
423,494.0,2025-10-13,Shipped,South
424,209.0,2026-06-14,Pending,West
425,334.0,2026-05-22,Cancelled,East
426,165.0,2025-09-07,Returned,North
427,465.0,2026-07-30,Delivered,South
428,274.0,2026-04-10,Delivered,South
429,214.0,2025-05-29,Cancelled,North
430,429.0,2025-11-06,Pending,West
431,96.0,2026-03-27,Returned,North
432,5.0,2025-03-25,Returned,North
433,476.0,2025-01-23,Returned,East
434,233.0,2025-09-03,Shipped,West
435,456.0,2025-05-02,Cancelled,West
436,140.0,2025-09-07,Cancelled,North
437,170.0,2026-01-27,Cancelled,West
438,332.0,2025-04-21,Returned,South
439,8.0,2025-06-27,Returned,East
440,291.0,2026-07-03,Cancelled,South
441,313.0,2024-08-01,Pending,West
442,264.0,2024-08-26,Returned,North
443,206.0,2025-02-24,Delivered,South
444,72.0,2024-08-12,Pending,East
445,480.0,2024-11-07,Cancelled,North
446,134.0,2026-05-13,Pending,South
447,229.0,2024-08-05,Returned,East
448,155.0,2026-07-21,Shipped,North
449,134.0,2025-01-05,Returned,South
450,32.0,2025-03-19,Delivered,West
451,Unknown,2026-02-15,Cancelled,West
452,352.0,2026-06-21,Shipped,East
453,354.0,2026-03-25,Delivered,East
454,189.0,2026-06-03,Shipped,South
455,113.0,2025-08-09,Cancelled,West
456,79.0,2025-09-22,Pending,East
457,213.0,2025-09-22,Shipped,West
458,388.0,2024-10-08,Shipped,South
459,391.0,2025-07-03,Cancelled,North
460,270.0,2024-11-23,Pending,East
461,40.0,2025-02-10,Shipped,North
462,32.0,2026-05-13,Shipped,South
463,294.0,2025-01-30,Shipped,South
464,85.0,2025-02-04,Returned,West
465,60.0,2025-03-08,Cancelled,West
466,47.0,2025-09-22,Shipped,West
467,415.0,2025-09-20,Delivered,West
468,68.0,2025-01-06,Shipped,West
469,234.0,2024-09-26,Shipped,North
470,287.0,2025-03-26,Pending,East
471,371.0,2025-07-19,Delivered,West
472,131.0,2025-07-23,Delivered,South
473,297.0,2026-05-20,Delivered,North
474,217.0,2025-12-27,Returned,North
475,278.0,2026-03-23,Delivered,North
476,479.0,2024-10-09,Pending,North
477,147.0,2025-11-13,Pending,South
478,394.0,2024-08-28,Cancelled,West
479,192.0,2026-03-14,Pending,West
480,446.0,15/08/2025,Pending,West
481,42.0,2026-02-22,Shipped,South
482,335.0,2026-06-05,Returned,North
483,92.0,2025-04-02,Shipped,West
484,271.0,2026-05-06,Cancelled,South
485,428.0,2025-06-14,Delivered,North
486,153.0,15/08/2025,Pending,West
487,273.0,2024-10-28,Pending,South
488,127.0,2026-02-15,Pending,East
489,80.0,2026-01-29,Returned,South
490,480.0,2026-04-13,Delivered,North
491,Unknown,2026-06-10,Pending,North
492,Unknown,2025-11-07,Cancelled,North
493,52.0,2025-11-06,Shipped,North
494,229.0,2024-09-09,Shipped,North
495,126.0,2025-08-19,Delivered,West
496,Unknown,2025-03-22,Cancelled,South
497,387.0,2025-09-17,Delivered,South
498,258.0,2025-03-27,Returned,South
499,418.0,2025-12-24,Shipped,East
500,296.0,2024-11-20,Shipped,East
