product_id,product_name,category,subcategory,cost_price
309,  Democrat  ,Home,Table,5578.25
310,  job  ,Home,Table,7004.43
311,  old  ,Home,Table,1350.17
312,  step  ,Home,Table,8697.77
313,  onto  ,Home,Table,4959.7
314,  meeting  ,Home,Table,8739.93
315,  country  ,Home,Table,5783.24
316,  hospital  ,Home,Table,4747.03
317,  operation  ,Home,Table,4460.64
318,  one  ,Home,Table,1925.2
319,  member  ,Home,Table,608.63
320,  environment  ,Home,Table,9416.53
321,  food  ,Home,Table,4829.52
322,  participant  ,Home,Table,8238.94
323,  guy  ,Home,Table,4067.0
324,  staff  ,Home,Table,833.41
325,  season  ,Home,Table,6331.51
326,  information  ,Home,Table,630.73
327,  simply  ,Home,Table,1577.06
328,  certainly  ,Home,Table,5672.11
329,  top  ,Home,Table,3107.97
330,  treat  ,Home,Table,9939.79
331,  receive  ,Home,Table,1272.67
332,  by  ,Home,Table,7667.99
333,  small  ,Home,Table,6102.54
334,  drug  ,Home,Table,7928.33
335,  likely  ,Home,Table,2334.3
336,  stay  ,Home,Table,5273.47
337,  scene  ,Home,Sofa,4560.09
338,  color  ,Home,Sofa,4482.94
339,  black  ,Home,Sofa,8615.65
340,  difficult  ,Home,Sofa,9901.31
341,  movie  ,Home,Sofa,3123.26
342,  institution  ,Home,Sofa,6248.17
343,  stock  ,Home,Sofa,6135.35
344,  ground  ,Home,Sofa,7426.88
345,  suddenly  ,Home,Sofa,9481.14
346,  oil  ,Home,Sofa,2157.1
347,  positive  ,Home,Sofa,2189.15
348,  same  ,Home,Sofa,6638.24
349,  return  ,Home,Sofa,1654.87
350,  seat  ,Home,Sofa,1820.75
351,  area  ,Home,Sofa,843.14
352,  college  ,Home,Sofa,126.49
353,  improve  ,Home,Sofa,4559.99
354,  provide  ,Home,Sofa,5978.73
355,  accept  ,Home,Sofa,2983.47
356,  summer  ,Home,Sofa,2391.61
357,  benefit  ,Home,Sofa,7098.86
358,  than  ,Home,Sofa,7059.58
359,  check  ,Home,Sofa,4594.91
360,  market  ,Home,Sofa,6905.11
361,  with  ,Home,Sofa,9246.72
362,  plan  ,Home,Sofa,7899.5
363,  learn  ,Home,Sofa,6288.07
364,  behavior  ,Home,Sofa,6645.71
365,  attack  ,Home,Sofa,9343.32
366,  everyone  ,Home,Sofa,4308.88
367,  doctor  ,Home,Sofa,5491.17
368,  hospital  ,Home,Sofa,6511.58
369,  base  ,Home,Sofa,9093.27
370,  politics  ,Home,Sofa,8283.65
371,  always  ,Home,Sofa,806.96
372,  shake  ,Home,Sofa,1742.64
373,  if  ,Home,Sofa,3145.36
374,  word  ,Home,Sofa,7514.68
375,  institution  ,Home,Sofa,5735.15
376,  positive  ,Home,Sofa,2957.24
377,  reality  ,Home,Sofa,1331.1
378,  near  ,Home,Sofa,6917.91
379,  few  ,Books,Novel,7027.36
380,  seek  ,Books,Novel,9432.49
381,  picture  ,Books,Novel,5054.67
382,  art  ,Books,Novel,4988.57
383,  young  ,Books,Novel,896.37
384,  staff  ,Books,Novel,494.62
385,  ten  ,Books,Novel,4377.08
386,  continue  ,Books,Novel,3290.98
387,  push  ,Books,Novel,2578.64
388,  miss  ,Books,Novel,1004.14
389,  leg  ,Books,Novel,9622.92
390,  action  ,Books,Novel,8375.99
391,  defense  ,Books,Novel,5794.47
392,  to  ,Books,Novel,9512.78
393,  realize  ,Books,Novel,9995.77
394,  word  ,Books,Novel,6755.59
395,  summer  ,Books,Novel,2768.16
396,  national  ,Books,Novel,498.29
397,  feeling  ,Books,Novel,7587.06
398,  day  ,Books,Novel,4757.96
399,  along  ,Books,Novel,6549.94
400,  step  ,Books,Novel,9169.12
401,  place  ,Books,Novel,1896.74
402,  Mrs  ,Books,Novel,5894.76
403,  name  ,Books,Novel,6384.37
404,  say  ,Books,Novel,4968.09
405,  each  ,Books,Novel,1003.3
406,  possible  ,Books,Novel,3544.81
407,  condition  ,Books,Novel,3399.75
408,  represent  ,Books,Novel,6734.32
409,  also  ,Books,Novel,8591.56
410,  here  ,Books,Novel,3365.06
411,  edge  ,Books,Novel,6967.37
412,  real  ,Books,Novel,2953.36
413,  a  ,Books,Novel,9457.42
414,  coach  ,Books,Novel,8154.3
415,  before  ,Books,Novel,5545.96
416,  fact  ,Books,Novel,4602.78
417,  state  ,Books,Novel,3213.72
418,  instead  ,Books,Novel,3300.41
419,  head  ,Books,Novel,9704.83
420,  relationship  ,Books,Novel,4101.33
421,  indicate  ,Books,Comics,5194.5
422,  into  ,Books,Comics,9882.38
423,  peace  ,Books,Comics,6610.84
424,  deep  ,Books,Comics,5471.68
425,  national  ,Books,Comics,4191.15
426,  administration  ,Books,Comics,1957.07
427,  since  ,Books,Comics,3681.62
428,  score  ,Books,Comics,7588.79
429,  authority  ,Books,Comics,6291.55
430,  wide  ,Books,Comics,7623.91
431,  believe  ,Books,Comics,2115.23
432,  often  ,Books,Comics,5537.27
433,  feel  ,Books,Comics,9283.96
434,  she  ,Books,Comics,4437.35
435,  themselves  ,Books,Comics,7012.68
436,  operation  ,Books,Comics,1302.12
437,  who  ,Books,Comics,9734.15
438,  pass  ,Books,Comics,6127.83
439,  happen  ,Books,Comics,2469.04
440,  hand  ,Books,Comics,1667.94
441,  team  ,Books,Comics,5553.31
442,  factor  ,Books,Comics,5567.29
443,  draw  ,Books,Comics,1022.77
444,  police  ,Books,Comics,9923.35
445,  day  ,Books,Comics,9138.01
446,  look  ,Books,Comics,4668.33
447,  wonder  ,Books,Comics,1262.91
448,  international  ,Books,Comics,8338.22
449,  paper  ,Books,Comics,5033.92
450,  above  ,Books,Comics,7194.37
451,  every  ,Books,Comics,5137.83
452,  continue  ,Books,Comics,2806.91
453,  investment  ,Books,Comics,8363.77
454,  move  ,Books,Comics,9804.42
455,  both  ,Books,Comics,2512.94
456,  operation  ,Books,Comics,5557.52
457,  baby  ,Books,Comics,3897.5
458,  most  ,Books,Comics,9226.49
459,  financial  ,Books,Comics,5131.58
460,  grow  ,Books,Comics,8805.33
461,  your  ,Books,Comics,8653.87
462,  but  ,Books,Comics,2834.85
463,  suggest  ,Books,Magazine,7921.06
464,  must  ,Books,Magazine,4207.93
465,  even  ,Books,Magazine,9349.06
466,  under  ,Books,Magazine,5126.6
467,  note  ,Books,Magazine,8223.44
468,  tax  ,Books,Magazine,2900.11
469,  student  ,Books,Magazine,3055.7
470,  paper  ,Books,Magazine,5910.68
471,  enough  ,Books,Magazine,9989.13
472,  rule  ,Books,Magazine,4947.44
473,  level  ,Books,Magazine,1571.09
474,  huge  ,Books,Magazine,5431.95
475,  order  ,Books,Magazine,3516.73
476,  member  ,Books,Magazine,5563.98
477,  speech  ,Books,Magazine,5479.96
478,  either  ,Books,Magazine,4607.91
479,  sometimes  ,Books,Magazine,3285.6
480,  group  ,Books,Magazine,1967.66
481,  stand  ,Books,Magazine,7005.23
482,  low  ,Books,Magazine,5760.8
483,  responsibility  ,Books,Magazine,2412.27
484,  magazine  ,Books,Magazine,7777.89
485,  watch  ,Books,Magazine,532.11
486,  peace  ,Books,Magazine,7472.58
487,  training  ,Books,Magazine,7081.76
488,  ahead  ,Books,Magazine,8132.95
489,  meet  ,Books,Magazine,3922.18
490,  but  ,Books,Magazine,6670.52
491,  evening  ,Books,Magazine,8225.4
492,  author  ,Books,Magazine,9810.1
493,  idea  ,Books,Magazine,5003.75
494,  property  ,Books,Magazine,466.49
495,  story  ,Books,Magazine,5072.68
496,  discussion  ,Books,Magazine,5942.79
497,  research  ,Books,Magazine,8710.03
498,  science  ,Books,Magazine,8754.48
499,  drug  ,Books,Magazine,4459.03
500,  such  ,Books,Magazine,5306.92
501,  four  ,Books,Magazine,4623.59
502,  itself  ,Books,Magazine,7252.19
503,  head  ,Books,Magazine,4158.79
504,  name  ,Books,Magazine,6582.34
